Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
ME 205,Introduction to Thermodynamics,35098,LCD,01:00 PM - 01:50 PM,MWF,"Manafzadeh, S",Meet online at set times
ME 205,Introduction to Thermodynamics,12405,LCD,02:00 PM - 02:50 PM,MWF,"Manafzadeh, S",Meet on campus
ME 210,Engineering Dynamics,43498,LCD,11:00 AM - 11:50 AM,MWF,"Scott, M",Meet on campus
ME 210,Engineering Dynamics,12407,LCD,12:00 PM - 12:50 PM,MWF,"Lilley, C",Meet online at set times
ME 211,Fluid Mechanics I,12429,LCD - AS1,10:00 AM - 10:50 AM,MWF,"Mirbod, P",Meet online at set times
ME 211,Fluid Mechanics I,35391,LCD - AS2,02:00 PM - 02:50 PM,MWF,"Jung, E",Meet on campus
ME 250,Introduction to Engineering Design and Graphics,12457,LEC - AL1,09:00 AM - 09:50 AM,MWF,"Szwalek, J",Meet on campus
ME 250,Introduction to Engineering Design and Graphics,36752,LEC - CL,02:00 PM - 02:50 PM,MWF,"Siow, Y",Meet on campus
ME 250,Introduction to Engineering Design and Graphics,38912,LEC - DL,04:00 PM - 04:50 PM,MWF,"Siow, Y",Meet on campus
ME 250,Introduction to Engineering Design and Graphics,43500,LEC - EL,09:30 AM - 10:45 AM,TR,"Szwalek, J",Meet on campus
ME 261,Materials for Manufacturing,12472,LCD,04:00 PM - 04:50 PM,MWF,"Kadkhodaei, S",Meet on campus
ME 308,Mechanical Vibrations,29574,LCD,01:00 PM - 01:50 PM,MWF,"Siow, Y",Meet on campus
ME 312,Dynamic Systems and Control,22457,LCD,02:00 PM - 02:50 PM,MWF,"Demir, M",Meet on campus
ME 312,Dynamic Systems and Control,43501,LCD,10:00 AM - 10:50 AM,MWF,"Kim, M",Meet on campus
ME 320,Mechanisms and Dynamics of Machinery,12477,LCD,03:30 PM - 04:45 PM,TR,"Brown, M",Meet on campus
ME 321,Heat Transfer,12488,LCD - AS1,03:00 PM - 03:50 PM,MWF,"Salehi-Khojin, A",Meet on campus
ME 321,Heat Transfer,39449,LCD - AS2,11:00 AM - 11:50 AM,MWF,"Jung, E",Meet on campus
ME 325,Intermediate Thermodynamics,35400,LCD,09:00 AM - 09:50 AM,MWF,"Lynch, P",Meet on campus
ME 325,Intermediate Thermodynamics,12491,LCD,02:00 PM - 02:50 PM,MWF,"Anand, S",Meet on campus
ME 341,Experimental Methods in Mechanical Engineering,12500,LEC - AL1,11:00 AM - 11:50 AM,MW,"Szwalek, J",Meet on campus
ME 341,Experimental Methods in Mechanical Engineering,36969,LEC - AL2,01:00 PM - 01:50 PM,MW,"Xu, J",Meet on campus
ME 347,Introduction to Computer-Aided Design,40150,LEC - AL,08:00 AM - 08:50 AM,MW,"Hatami Marbini, H",Meet on campus
ME 370,Mechanical Engineering Design,35401,LCD,12:00 PM - 12:50 PM,MWF,"Subramanian, A",Meet on campus
ME 370,Mechanical Engineering Design,33053,LCD,05:00 PM - 06:15 PM,TR,"Finan, J",Meet on campus
ME 380,Manufacturing Process Principles,12554,LCD,08:00 AM - 08:50 AM,MWF,"Subramanian, A",Meet on campus
ME 380,Manufacturing Process Principles,35402,LCD,09:00 AM - 09:50 AM,MWF,"Abiade, J",Meet on campus
ME 396,Senior Design I,40066,LCD - AS4,02:00 PM - 02:50 PM,MW,"Alonso, M; Scott, S",Meet on campus
ME 396,Senior Design I,37914,LCD - AS2,11:00 AM - 11:50 AM,MW,"Komperda, J; Scott, S",Meet on campus
ME 396,Senior Design I,40060,LCD - AS3,04:00 PM - 04:50 PM,MW,"Komperda, J; Scott, S",Meet on campus
ME 396,Senior Design I,40900,LCD - AS,12:30 PM - 01:20 PM,TR,"Brown, M; Scott, S",Meet on campus
ME 396,Senior Design I,12555,LCD - AS1,09:30 AM - 10:20 AM,TR,"Brown, M; Scott, S",Meet on campus
ME 401,Applied Stress Analysis I,32254,LCD,02:00 PM - 03:15 PM,TR,"Shahbazian-Yassar, R",Meet on campus
ME 401,Applied Stress Analysis I,32255,LCD,02:00 PM - 03:15 PM,TR,"Shahbazian-Yassar, R",Meet on campus
ME 411,Mechatronics I,32259,LEC - AL1,12:00 PM - 12:50 PM,MW,"Kim, M",Meet on campus
ME 411,Mechatronics I,32260,LEC - AL2,12:00 PM - 12:50 PM,MW,"Kim, M",Meet on campus
ME 419,Compressible Flow Theory,31434,LCD,12:00 PM - 12:50 PM,MWF,"Brezinsky, K",Meet on campus
ME 419,Compressible Flow Theory,31443,LCD,12:00 PM - 12:50 PM,MWF,"Brezinsky, K",Meet on campus
ME 421,Intermediate Heat Transfer,12506,LEC,11:00 AM - 11:50 AM,MWF,"Manafzadeh, S",Meet on campus
ME 421,Intermediate Heat Transfer,20381,LEC,11:00 AM - 11:50 AM,MWF,"Manafzadeh, S",Meet on campus
ME 424,Energy Management Solutions for Industry: Theory and Practice,32699,LEC,06:00 PM - 08:30 PM,M,"Ryan, B",Meet on campus
ME 424,Energy Management Solutions for Industry: Theory and Practice,32700,LEC,06:00 PM - 08:30 PM,M,"Ryan, B",Meet on campus
